,product_name
5737,choco crispies cem porcento s/glúten e s/açúcar
5738,rebuçados bayard mentolados
5739,merenda parmareggio abc
5740,snack de chocolate kitkat chunky manteiga amendoim 4x
5741,queijo gouda fatias sem lactose la bocateria
5742,pera ferbar metades
5743,pepitas vahiné chocolate negro 70%
5744,gomas interdoces batatas fritas
5745,salada de atum minerva mexicana
5746,chocolate culinária nestlé branco 180 g
5747,cápsulas torrié compatível dolce gusto chocolate solúvel
5748,condimento old el paso para burritos
5749,palitos de champanhe gullon bizcocho
5750,café delta solúvel descafeinado doses 10x
5751,queijo raclette pays fromager kg
5752,chocolate lindt leite gold
5753,molho indiano pataks butter chicken
5754,lasanha green cuisine proteina vegetal
5755,fermento vahiné baking powder bio
5756,bolos kinder délice t1
5757,hamburgueres de pescada auchan panados
5758,chocolate reese's com amendoim e caramelo
5759,choco congelado
5760,piri piri quinta d'avó extra forte
5761,kefir vigor natural
5762,alho e pimentão espiga
5763,azeitona verde ponti s/caroço 290(130)g
5764,bulgur origens bio
5765,mexilhões piteu em escabeche 115(70)g
5766,bacalhau riberalves desfiado morhua 12m cura msc
5767,pão bezgluten forma escuro sem glúten
5768,panna cotta bonta divina framboesa 2x
5769,snack cadbury crunchie
5770,queijo philadelphia trufas 150 g
5771,rebentos feijao mungo koala 410(200)g
5772,chocolate côte d'or preto 86%
5773,garrafas cho anthon berg cocktail id
5774,aperitivos doritos flamin'hot
5775,chutney mackays cebola roxa caramelizada
5776,compota mackays lemon curd
5777,drops smint tin morango
5778,drops halls sabores cítricos
5779,queijo prato apimentado paiva un
5780,demae ramen nissin caril japonês
5781,açúcar vahiné baunilhado 5x
5782,pão pataks indiano
5783,bolacha gullon maria leche 4x
5784,gelado danonino morango banana ml
5785,queijo azul bergader cunha
5786,longueirão auchan ao natural 111(63)g
5787,coentros margão em grão 22 g
5788,chá salutem em saco hortelã pimenta
5789,doce prisca mirtilo
5790,puré knorr de batata 3x
5791,drops mentos mint single
5792,tostas salutem crisp bread beterraba
5793,chá twinings verde com limão
5794,molhos blue dragon saltear sweet chili alho
5795,couves-de-bruxelas auchan cozidas 660(400)g
5796,chocolate negro lindt excellence cacau 85%
5797,queijo mistura auchan à mesa em portugal vaca e ovelha curado un
5798,barra the gutsy captain choc amendoim
5799,molho de vinagrete vitacress 200 ml
5800,snack flocos de milho auchan chocolate de leite
5801,gelado mochi little moons framboesa ()
5802,azeite casa pontinha premium virgem extra
5803,queijo palhais chevre kg
5804,leite de coco condensado koala com chocolate 320 g
5805,moamba guinea's classic
5806,fantasias de chocolate milka pai natal
5807,pizza garden mozzarella de búfala
5808,queijo fonte mourisca meio gordo kg
5809,filete cavala bom petisco azeite virgem extra 120(78)g
5810,bolachas finas gullon chocolate leite hookies 160 g
5811,tostas schar sem glúten
5812,sapateira cozida congelada
5813,arenques masoliver molho ervas finas 200(120)g
5814,chocolate lindt champs elysées sortido
5815,gelado auchan double chocolate e chocolate preto 4x
5816,gelatina jerónimos branca
5817,preparado linda mccartney vegan picado
5818,pasta auchan amêndoa natural
5819,aperitivos takis fuego
5820,bombons mon cheri bombons
5821,erva mate barão tererê abacaxi e hortelã
5822,pasta de tomate auchan à mesa em portugal
5823,patas caranguejo real cozidas congeladas kg
5824,óleo copra sem sabor spray
5825,infusão lipton time to relax 20 pyramides
5826,chocolate nestlé extrafino filipinos branco
5827,mel hperfect rosmaninho
5828,pimentão doce de la vera dop carmencita fumado
5829,farinha de arroz espiga
5830,gelado magnum bomboniera
5831,noodles maggi oriental noodles classic
5832,canas dulcesol creme chocolate
5833,gomas auchan frites 175 g
5834,preparado renata para bolo sabor brigadeiro
5835,molho calvé barbeque r
5836,cápsulas nicola nsp bocage
5837,iogurte pastoret estilo grego
5838,cafe em grao buondi extreme
5839,bebida nestlé láctea crescimento cereais 1+ ano
5840,geleia quinta do côro de marmelo
5841,brownie nutriva 4x
5842,chocolate crunch snack wafer multipack 3x
5843,cápsulas café bold nsp ristretto
5844,gelatina koala zero de morango
5845,pasta pasco caril picante
5846,petinga minerva em azeite
5847,tostas biscottinas rústica com tomate e oregãos c18
5848,muffin airos baunilha sem glúten
5849,wafer cem porcento côco sem açúcar
5850,waffers balconi chocolate 5x
5851,tablete nestlé sobremesas chocolate culinária 53% cacau
5852,tablete lindt chocolate negro excellence 100%
5853,bolos kinder delice côco
5854,piri piri quinta d'avó
5855,rapadura especial dacolônia
5856,manjerona espiga folha
5857,especiaria espiga mostarda moída
5858,cappuccino delta 10x
5859,arroz basmati veetee
5860,pão de ló branca de neve
5861,batatas lays gourmet lombo assado
5862,fermento royal
5863,chocolate lindt tablete licor cointreau
5864,pizza buitoni forno di pietra 4 estações
5865,granola cem porcento proteica
5866,café delta solúvel gran café gold
5867,chá plantanatur noite
5868,pastilhas trident elásticas sem açúcar extra menthol mtp 4x
5869,pasta pot knorr bolonhesa big
5870,moinho margão de sal do mediterrâneo
5871,cápsulas café bold aluminio nsp savana
5872,paté prisca alheira transmontana
5873,bolacha bahlsen choco dark
5874,vinagrete gallo & go 10x
5875,tablete lindt chocolate licor cognac
5876,chocolate m&m's single
5877,bolachas cob.chocolate gullon 150 g
5878,bolachas less sugar auchan sementes de chia limão 130 g
5879,tostas auchan collection com passas e mel
5880,azeitona verde qampo gordal frasco 380(210)g
5881,biscoito piraquê roladinho goiaba
5882,chocolate reese's manteiga amendoim sticks 42 g
5883,puré de beterraba e maçã auchan
5884,café sical moagem univ masaka uganda
5885,molho kikkoman teriyaki com alho
5886,pizza buitoni forno di pietra carbonara
5887,flocos de cevada seara bio 400 g
5888,tortitas gullon de arroz bio
5889,queijo saint albray kg
5890,sortido auchan biscoitos finos
5891,snack kit kat finger
5892,amendoim crocante dacolônia cri cri com canela
5893,tortitas bicentury arroz 6 sementes e cereais com chocolate preto
5894,óleo ktc de palma
5895,ovinhos chocolate auchan recheio leite e avelã
5896,chá salutem em saco sene folhas
5897,kit auchan burritos
5898,chá cem porcento nº10 colesterol control
5899,cápsulas dolce gusto café espresso
5900,kit auchan fajitas
5901,risotto trevijano cogumelos
5902,queijo fundido president light 16 porções 250 g
5903,chá plantanatur burn volum
5904,chocolate pantagruel com adoçante stevia
5905,biscoito fábrica duriense chocolate 150 g
5906,camarão pescanova moçambique médio 48-64
5907,ervilhas bonduelle s/adição de açucar 400(250)g
5908,cápsulas café dg auchan bio peru
5909,azeitona tremoceira cura natural c/ervas 580(330)g
5910,noodles / massa mr. min copo ramen frango
5911,molho tabasco alho
5912,massa miyata ramen
5913,massa nah-eatwater konjac penne odor neutro
5914,bolacha auchan bio aveia
5915,pelmeni germes smile factory
5916,café nescafé solúvel cappuccino mocha
5917,pastéis delaviuda de gema
5918,noodles knorr bacon
5919,milho bebe jovem tin lung
5920,bolacha gullon moment chocolate chips negro
5921,chocolate cem porcento negro com côco
5922,palmiers auchan viver melhor sem glúten
5923,bolacha sandwich gullon hookies sem glúten 230 g 5 saq
5924,aperitivos cheetos flamin'hot
5925,caldeirada bacalhau riberalves msc
5926,preparado para bolo renata sabor limão
5927,doce extra auchan à mesa em portugal figo
5928,chá salutem em saco verde
5929,massa bulgur duru grossa clara
5930,bolacha bahlsen recheada groselha deloba 100 g
5931,panettone auchan com passas e laranja cristalizada 750 g
5932,pastilhas delta descafeinado
5933,chocolate regina aroma laranja
5934,snack seven seas algas marinha tostada recheada amêndoa
5935,chocolate côte d'or negro avelãs inteiras
5936,rolinhos vahiné arco-iris
5937,gelado magnum caramel nuts 4x
5938,bacalhau ultracongelada económico riberalves kg
5939,algas chorão do mar bio wissi fresca r
5940,cabelo anjo palmini palmito
5941,caramelos penha leite leite
5942,queijo de vaca curado ponte nova kg
5943,cápsulas de café nicola comp nsp arábica
5944,queijo edam sem lactose la bocateria fatias
5945,drops sminttin limão
5946,sopa naked noodle thai chilli chicken
5947,chutney khanum manga & gengibre
5948,gelado monolith plombir chocolate
5949,massa nah-eatwater konjac slim arroz
5950,lunch bowl arroz bonduelle
5951,quinoa branca vermelh valfrutta cozida ao vapor (135)g
5952,queijo cachopas merendeira ovelha curado f17 produto local
5953,fantasias kinder surpresa tipo 1
5954,açafrão das índias margão saqueta papel
5955,flocos salutem trigo integrais tostados
5956,sal auchan gourmet rosa dos himalaias
5957,cereais cini minis churros 360 g
5958,café moído auchan etiópia intensidade 8
5959,doce casa da prisca cereja
5960,massa recheada knorr presunto queijo
5961,perca posta congelada
5962,molho sharwood's butter chicken
5963,snack lion brownie multipack 5x
5964,snack chocolate kinder bueno white t()
5965,goiabada predilecta cascão
5966,polvo pescanova limpo
5967,queijo pastor serrano ovelha merendeira un
5968,gibi santa helena doce amendoim
5969,bolacha nutella biscuits
5970,biscoitos dancake cacau
5971,gelado b&j cookie dough vegan
5972,bolo bollycao recheado
5973,fondant dacolônia de leite com coco
5974,chocolate ritter sport leite avelãs nut sel
5975,queijo santiago vaca fresco kg
5976,vinagre balsâmico cristal
5977,preparados koala bolo chocolate
5978,biscoitos auchan sortido
5979,pastilhas delta café lote chávena torrado
5980,rebuçados vicks limão 72 g
5981,covilhete soul&flavours
5982,gelatina royal frutos tropicais 2x
5983,cápsulas l'or café compatível nespresso fortíssimo
5984,tábua 4 queijos dom villas com especiarias 4x
5985,compota casa de mateus abóbora
5986,petit gateau novadolci caramelo
5987,barritas bicentury sacialis chocolate preto
5988,enfeites vahiné pepitas açúcar multicores
5989,waffer snapy 250 g
5990,anis margão estrelado
5991,granulado cimarrom sabor a chocolate
5992,iogurte auchan natural leite de cabra 4x
5993,queijo roquefort société kg
5994,chá cem porcento nº10 colesterol control
5995,leite pasteurizado nestlé nesquik shake
5996,queijo de vaca curado fitaki
5997,queijo camembert panado grand fermage 4x
5998,snack fruut craaks lentilha beterraba cenoura
5999,molho old el paso mexicano dip suave
6000,pastilhas trident elásticas senses tropical
6001,capsulas delta q colombia id
6002,gelatina royal limão light 10 kcal
6003,mini folhados les 3 toques 12
6004,cereais teens kellogg's krave choco leite
6005,cápsulas café auchan compativel nespresso aluminium colombia
6006,rolo alga grelhada taokaenoi clássico
6007,bolachas santiveri digestivas aveia
6008,molho kikkoman wok
6009,pescada congelada chile posta fritar
6010,mousse branca de neve limão
6011,filete cavala campos santos mediterranicos 120(90)g
6012,massa la molisana spaghetti
6013,gelatina want want sabor morango
6014,batatas fritas mr. salt
6015,snack queijo granarolo curado
6016,temperos sazón p/ arroz com sal
6017,camarão pescanova vannamei 40-48
6018,gelado magnum double billionaire 3x
6019,infusão loyd arando e gengibre
6020,líchias descaroçadas auchan em calda ligeira
6021,bolacha chips ahoy extra pepitas xl
6022,bolachas gullon cobertura chocolate magic 6x
6023,tosta finn crisp rectangular hi-fibre
6024,palitos auchan bio com ovos frescos
6025,tortilhas zanuy de milho com sabor mexicano
6026,tostas schar crostini sem glúten
6027,iogurte pastoret natural com stevia 0% gordura
6028,bolachas santiveri noglut animais selva cacau sem glúten
6029,maionese paladin de coentrada top down
6030,chilli old el paso com carne
6031,gelado olá sandwich xxl filipinos 4x
6032,macarons dulcesol frutos do bosque 80 g
6033,cápsulas tassimo l'or café lungo profundo
6034,salada de atum auchan italiana
6035,tortitas bicentury milho cogumelos trufa parmesão
6036,trufa lacasa capucino
6037,alcaparras ferbar em vinagre 180(110)g
6038,gelado b&j caramel brownie party
6039,gomas vidal cintas multicor
6040,bolacha nacional aveia sementes chía e mel
6041,camarão selvagem 20/30 madagáscar cultivamos o bom congelado kg
6042,molho indiano pataks tandoori
6043,tablete nestlé moments chocolate de leite e amendoim
6044,bombons socado pralinés sortidos
6045,ovos codorniz corral monegros 310(170)g
6046,snack chipicao multipack 4x
6047,ketchup heinz ketchup standard td 550
6048,farinha salutem arroz
6049,sopa disney frozen knorr
6050,snack de chocolate kitkat 9x
6051,queijo de ovelha seia amanteigado kg
6052,queijo de ovelha auchan à mesa em portugal cultivamos o bom curado seia un
6053,queijo bleu d?auvergn cantorel kg
6054,lavagante grande 600/800 congelado kg
6055,lombo de bacalhau nordfish ultracongelado higienizado 200/300 kg
6056,pickles swad manga picante
6057,caramelos korivka roshen
6058,cereais kellogg's special k proteina frutos secos
6059,tortilha mexifoods fajitas de trigo
6060,snack max de milho doce
6061,queijo de ovelha pastor seia amanteigado merendeira un
6062,chocolate culinária nestlé leite 170 g
6063,atum posta bom petisco azeite virgem oregãos 120(78)g
6064,caril margão madras especiaria
6065,bebida lactea nescafé latte espresso
6066,petinga general em óleo com piri-piri 90(63)g
6067,fettuccine delverde nido integral bio r
6068,minipizza schar margarita sem glúten sem lactose ()
6069,molho colman's tártaro
6070,lombinhos de porco preto congelado kg
6071,gelado monolith leite condensado
6072,moelas nobre
6073,granola kellogg's chocolate e aveia 320 g
6074,granola serramel tropical
6075,polvilho dobrasil azedo
6076,gelado milka bombom ml
6077,caju matutano tostado no forno
6078,pé de moleque dacolônia
6079,chá cem porcento folha oliveira
6080,marshmallows auchan envolvidos em chocolate leite
6081,bacalhau bom petisco em azeite virgem alho 120(80)g
6082,goma fini fruit attack
6083,espargos verde ferbar 345(185)g
6084,puré de fruta pom`bel maçã morango e banana 4x
6085,sorbet native pitaya sem açúcar
6086,capsulas buondi ristretto
6087,halva zoiotoy vek baunilha
6088,chocolate jubileu negro noir com flor de sal
6089,bolacha schar sorrisi recheio cacau sem glúten
6090,queijo de cabra damar - serra da gardunha kg
6091,massa spaetzle auchan à mesa em frança
6092,temperos santa maria umami japonese 42
6093,bombons kinder happy hippo cacau t5 103.5 g
6094,chocolate branco ferrero rocher 90 g
6095,farinha de alfarroba espiga
6096,gelado b&j netflix & chilll'd
6097,pizza auchan à mesa em itália napoli
6098,queijo de ovelha semi curado monte da vinha
6099,tostas diet radisson aveia
6100,kefir regalo natural 520 g
6101,hostias go tan crakers sabor a gambas
6102,pota piteu c/ alho 120(75)g
6103,pasta harissa rosa al?fez
6104,azeite herdade do esporão virgem extra
6105,cápsulas tassimo l'or café expresso descafeinado
6106,panquecas brioche pasquier pepitas chocolate
6107,queijo paiva prato light un
6108,tomilho bio essentia
6109,bolachas gullon aveia crocante com chocolate leite
6110,milho doce valfrutta cozido ao vapor (140)g
6111,molho colman's menta
6112,polpa marchi de fruta de açaí sport morango
6113,bolachas less sugar auchan canela e maçã 130 g
6114,molho tomate agromonte manjericão
6115,snack chocolate lindor caramelo salgado 38 g
6116,chá gorreana preto saquetas 10x
6117,halva zoiotoy vek amendoim
6118,aperitivo pringles salgado pizza
6119,queijo nisa dop auchan à mesa em portugal cultivamos o bom un
6120,aperitivos cheetos gustosines
6121,queijo ovelha curado auchan kg
6122,tagliatelle delverde nido integral bio
6123,risotto riso gallo aos 4 queijos
6124,leite jerónimos côco
6125,cominhos margão especiaria grão frasco
6126,molho blue dragon agridoce para saltear
6127,sortido hans freitag desiree
6128,pão torrado grefusa tomate & oregãos 110 g
6129,rebuçados vicks dupla ação 72 g
6130,gelado häagen-dazs cookies & cream
6131,molho blue dragon ostra e cebolinho
6132,quinoa tipiak gourmand
6133,mel serramel rosmaninho
6134,chocolate merci 4 variedades leite
6135,sopa maggi primavera
6136,snack fruut maçã verde intenso sem açúcar
6137,óleo santiago de palma
6138,condimento khanum achar manga
6139,café sical torrado tradição
6140,bombons ferrero collection t24
6141,creme barrar naturefoods creme bio avelã 220 g
6142,bebida grand carob alfarroba 0% açucares
6143,chocolate negro lindt exc framboesa avelã 100 g
6144,rissois veggis de cogumelos
6145,aperitivo mexifoods de milho totopos sal
6146,ketchup torchin
6147,pastilhas sical café 5 estrelas clássico
6148,gelatina want want sabor uva
6149,chocolate milka nutty choco&wafer 270 g
6150,chocolate nestlé crunch dark
6151,bebidas afg sumo de mangostão
6152,arroz integral bom sucesso
6153,gomas vidal bolas futebol
6154,cápsulas bellissimo aroma intenso intensidade 10 compativel dq
6155,bebida auchan soja chocolate 3x
6156,corvina posta congelada higienizada kg
6157,sumo afg tamarindo
6158,molho tabasco picante chipotle
6159,vinagre de sidra cristal
6160,azeitona verde recheada com amêndoa dittmann kg
6161,sardinha campos santos em limão 120(90)g
6162,pães krisprolls dourados naturais
6163,vela aniversário papstar número 9
6164,tortilhas mister freed barbecue
6165,farinha de trigo branca de neve integral t150
6166,mochi san shu gong food matcha
6167,mel serramel com geleia real
6168,bebida de aveia joya proteína uht
6169,cereais alpen normal
6170,bolacha auchan sueca com flocos aveia
6171,cápsulas torrié café com leite solúvel dolce gusto
6172,café moido normal buondi extreme
6173,chá cem porcento centelha asiática
6174,gomas fini galaxy mix
6175,bebida lactea nescafé latte cappuccino
6176,cápsulas kaffa café compatível delta q médio
6177,chocolate lion snack 3x
6178,molho kikkoman soja doce
6179,rebuçados vicks mel 72 g
6180,topping branca de neve de toffee caramelo
6181,sobremesa reina serradura 2x
6182,legumes bonduelle a vapor couve florcenoura e brócolos
6183,pizza garden gourmet vegetal
6184,fiambre diablitos para barrar venezuela
6185,café delta em grão gold
6186,sêmola cem porcento milho integral
6187,filete atum gallo em azeite ve 120(85)g
6188,cogumelos inteiros ferbar 185(105)g
6189,manjericão margão frasco
6190,bebida starbucks sem lactose skinny latte
6191,gelado häagen-dazs mini joys collection 4x
6192,azeite vidigueira virgem extra premium
6193,taco shell santa maria amarelo
6194,batata titi doce frita palha
6195,gomas vidal mallow veggie 90 g
6196,farinha tipo 55 espiga
6197,chá verde lipton green citrus 20 saq
6198,azeite oliveira da serra
6199,moamba afg angola
6200,chocolate raffaello 90 g
6201,bolachas milka jaffa framboesa
6202,bolo chipicao recheado
6203,arroz auchan mmm! doce
6204,tortitas gullon vitalday milho chocolate sem açúcar
6205,refried beans old el paso
6206,cravinho margão grão
6207,chocolate lindt urso gold
6208,barras de cereais auchan sem glúten chocolate
6209,mini croquetes maheso presunto
6210,bombons lindt lindor cornet negro 70%
6211,queijo rolo de cabra cobreros sem lactose 180 g
6212,bombons kinder joy t1
6213,molhos trufa tartufi jimmy e parmigiano
6214,barras kellogg's choco krispies cereais
6215,queijo de ovelha curado com pimentao herdade da maia
6216,queijo palhais original 2x
6217,mousse ehrmann caramelo salgado
6218,tablete lindor lindt leite
6219,singapore curry naked noodle
6220,farinha de centeio espiga
6221,trufas lacasa 70% cacau
6222,vinagre ponti balsâmico spray
6223,pastilhas trident elásticas fruit morango
6224,azeitona verde com alho dittmann kg
6225,queijo gouda landana com cominhos kg
6226,cápsulas sistdg suchard express achocolatado
6227,esparguete nacional integral
6228,queijo curado de vaca e ovelha alvelhe kg
6229,patê prisca com queijo cabra
6230,azeitona verde olymp recheadas c/ pimentão
6231,chocolate de leite milka amêndoas inteiras 270 g
6232,sal carmencita rosa fino
6233,especiarias carmencita para gin 3 sabores
6234,chocolate belleville para culinária
6235,pipocas cappuccino maria pipoca capuccinno
6236,infusão ahmad lemon & ginger
6237,crepes novadolci de maçã e canela
6238,iogurte davaca tangerina
6239,rissóis gelo total de salsicha
6240,rebuçados nutridrops gengibre e canela sem açúcar
6241,chás twinings earl grey descafeinado tea
6242,mochi taiwan dessert pêssego
6243,saqueta candycat moedas chocolate
6244,leite uht magro mimosa sem lactose com fibra e coco 1 litro
6245,bolachas lu barquette morango
6246,pimenta margão verde grão
6247,chocolate kit kat snack branco 3x
6248,cápsulas café bold aluminio nsp ecuator
6249,barra snack natura cemporcento coco
6250,waffers bi mimos chocolate
6251,gengibre em pasta swad
6252,gnocchi couve flor via emilia
6253,infusão tetley boost vitaminas b6
6254,doce casa de mateus temporada abóbora
6255,noodles bashu family spicy ma-la
6256,batatas fritas lay's cheese&onion
6257,chupas chupa chups bolsa best of
6258,tempero pataks tikka masala
6259,massa nah-eatwater konjac slim esparguete
6260,molho béarnaise bénédicta
6261,queijo gouda cabra landana roda kg
6262,pastilhas de chocolate m&m`s chocolate 200 g
6263,beterraba green bio 330(220)g
6264,queijo ilha graciosa curado milhafre kg
6265,chá cem porcento nº3 prostal control
6266,gomas vidal rolo unicórnio
6267,café auchan moído 100% arábica intensidade 8
6268,açúcar branca de neve icing sugar em pó
6269,iogurte danone super mario banana 2x
6270,atum ao natural general 110(77)g
6271,chili agridoce com queijo dittmann kg
6272,topping branca de neve de chocolate branco
6273,pita mestemacher
6274,infusão loyd rooibos mel e baunilha
6275,cone kinder bueno white ()
6276,ventresca de atum gallo em azeite ve 120(85)g
6277,chocolate de leite lindt avelãs
6278,queijo paiva meio gordo grande kg
6279,pizza buitoni bella napoli fiambre e cogumelos
6280,palitos de champanhe auchan bio com ovos frescos 175 g
6281,drops mentos stick morango mix
6282,palitos nocilla com creme cacau com avelãs
6283,mostarda bornier forte dijon
6284,paté auchan frango marinado 2x
6285,iogurte pur natur activ bio 700 g
6286,queijo serras de penela apimentado mistura kg
6287,picanha bovino congelada fatiada - america do sul kg
6288,canela carmencita ceilão pau
6289,filete atum santa catarina em azeite c/ oregãos 120(84)g
6290,tablete nestlé dark avelãs 150 g
6291,gengibre margão branco moído frasco
6292,gelado liq malibu 7x
6293,tostas salutem crisp bread queijo tomate
6294,molho old el paso guacamole mini
6295,bolacha loacker quadratini vanille
6296,cápsulas café bold aluminio nsp pacifico 1o un
6297,chocolate de leite milka avelã inteira 100 g
6298,azeitona mista tremoceira cura natural 360(200)g
6299,cápsulas café l'or onyx
6300,infusão auchan bio tília
6301,pastilhas trident max framboesa limão r
6302,pasta harissa al amier com chili picante
6303,sal casa pontinha tempero para churrasco
6304,pudim royal caseiro laranja
6305,camarão pescanova 22-34
6306,bebida vimto sparkling lata
6307,farinha cem porcento milho integral
6308,croissant chipicao maxi baunilha
6309,bolacha nacional my cookies xl alfarroba com pepitas chocolate
6310,gelado vegan o gelado morango
6311,cápsulas dolce gusto café essenza di moka intensidade 8
6312,mochi royal family chá verde (sem glúten)
6313,doce quinta jugais mirtilo
6314,granulado cimarrom branco
6315,queijo são jorge dop cunha 2 anos g
6316,gomas vidal dipper mini
6317,refeição garden gourmet almondegas vegan
6318,pasta de alho lee kum kee
6319,cereais salutem trigo integral com mel
6320,gelado raffaello 4x
6321,snack kit kat mini branco 146.3 g
6322,especiaria espiga lavanda alfazema
6323,bolachas mcvitie's sortido victoria 257 g
6324,chocolate lindt leite com passas e avelãs
6325,tabua de queijos santiago seleção cunhas
6326,chocolate lindt negro sem açúcar e sem glúten
6327,chá gorreana verde & hortelã
6328,farelo salutem trigo
6329,snack fruut maçã amendoim sem açúcar
6330,cápsulas l'or ristretto
6331,sal fino vatel himalaias
6332,chocolate milka oreo sandwich
6333,chupa chupa chups sem açúcar
6334,wareniki morozoff batata
6335,molho auchan com pimentas
6336,café solúvel nescafé gold 200 g
6337,flocos salutem cevada integrais tostados
6338,filete atum tenório ao natural 200(140)g
6339,bolachas agua e sal colussi sal superf. 250 g
6340,gelado häagen-dazs caramel attraction 4x
6341,pai natal de chocolate saqueta
6342,piripiri gallo extra forte
6343,queijo de seia de ovelha tavares amanteigado kg
6344,amêndoas mr. salt com alecrim
6345,mochi limão taiwan dessert
6346,aperitivos takis fuego
6347,bombons ferrero pocket coffee t
6348,feijão santiago fava
6349,infusão tetley cidreira mel
6350,base kuchen meister de tarte simples
6351,bombons ferrero collection t15
6352,húmus mézete c/ ervas
6353,molho harissa al?fez fumada
6354,bolacha hojaldrada maria 4x
6355,puré auchan bio cenoura
6356,ananás we natural em agua de coco 370 ml
6357,picanha novilho congelada américa do sul kg
6358,cereais nacional space mix
6359,tablete nestlé chocolate crunch bolacha
6360,caramelos sugus multisabor
6361,queijo kerrygold cheddar red kg
6362,bombons lindt swiss thins negro
6363,infusão bolota fábrica bolota torrada em pó 200 g
6364,bebida vegetal shoyce hug no milk chocolate
6365,azeite serrata virgem extra seleçao
6366,barra tenebrio portugal bugs proteica maçã e canela
6367,fubá yoki mimoso
6368,cominhos margão moídos frasco
6369,tapioca mani hidratada premium
6370,biscoito recheado piraquê choc branco c/ limão
6371,bolachas tuc bakefuls original
6372,vinagre monari federzoni balsâmico biológico
6373,chocolate ritter sport puro avelãs
6374,farinha branca de neve preparado p/brioche
6375,queijo palhais rústico metades un
6376,pudim caseiro de ovos alsa ovos 220 g
6377,tablete nestlé milkybar chocolate branco
6378,miolo gambão pescanova 20-40
6379,queijo brie bridel kg
6380,corn flakes nacional sem glúten 375 g
6381,granulado cimarrom sabor chocolate
6382,milho sinhá para canjica
6383,sobremesa auchan láctea caramelo 4x
6384,queijo whyke farms stilton kg
6385,queijo amanteigado curado vaca limiano
6386,pasta cock tom yum instant hot & sour
6387,mandioquinha vapza cozida ao vapor sem glúten
6388,chocolate regina aroma morango
6389,patê de frango moya semya
6390,ameijoa japonesa grande ultracongelada 500 gr
6391,bolacha gullon mega duo recheada duplo chocolate
6392,barra de cereais fitness chocolate 235 g
6393,pastilhas mentos elásticas morango
6394,tomate seco ponti aroma jardim óleo 300(160)g
6395,chocolate cadbury snack dairy milk
6396,massa buitoni fettucine
6397,queijo cabra curado almeida metades un
6398,tostas cem porcento integrais alfarroba
6399,farinha sinhá biju milho
6400,queijo de cabra côvo reserva grande kg
6401,mini palitos manteiga auchan com queijo e sementes
6402,massa schar folhada sem glúten congelada
6403,drops pez blister e pack fruit
6404,batatas lays gourmet ovo trufado
6405,queijo manchego maese miguel semi curado dop kg
6406,polvo cozido petacachico tentaculos 250 g
6407,sardinha tomate e az gallo 120 gr
6408,sorvete tribe açai 160 ml
6409,aperitivo pringles flame queijo & chilli
6410,queijo de ovelha curado de seia kg
6411,bolachas less sugar auchan milho pai trigo mourisco
6412,chá fresh cem porcento frutos tropicais 18 g
6413,noodles udon mr. min sabor original
6414,alcaparras secas ponti em sal
6415,azeite serrata virgem extra sublime
6416,pão wasa crocante sésamo
6417,caril pó sharwood's suave
6418,wasabi miyata pasta
6419,chá plantanatur peso noite
6420,algas muso wakame
6421,sémola de milho globo polenta
6422,azeite oliveira da serra virgem extra trilogia 3x
6423,cápsulas café delta q epic
6424,tempero al amier para couscous frasco
6425,bebida joya coco soja barista
6426,snack fruut maça vermelho doce sem açúcar
6427,cavalinhas manna tomate 120(90)g
6428,tarteletes vieira de castro morango
6429,chocolate cem porcento negro stevia com frutos vermelhos
6430,pimenta margão preta
6431,sal casa pontinha tempero para carne
6432,aveia cem porcento mais proteica instantânea
6433,feijão santiago congo
6434,bebida joya de amêndoa alto teor proteína
6435,gelado ferrero rocher classico 4x
6436,bebida ehrmann café latte mais proteína
6437,farinha cem porcento espelta e batata-doce
6438,vinagre auchan a mesa italia balsâmico modena spray 250 ml
6439,queijo coalho terrincho velho dop metades kg
6440,sumo mazza goiaba
6441,bombons hamlet image line
6442,patê cavala fides g
6443,infusão twinings superblend energize 18 saq
6444,tablete nestlé extrafino 70% cacau
6445,gelado auchan sorbet de ananás
6446,farinha cem porcento centeio integral
6447,mochi framboesa taiwan dessert
6448,doces dacolônia melado de cana
6449,mel serramel própolis em mel
6450,batata titi doce frita rodelas
6451,gelatina vegetal condi coco 180 g
6452,gomas vidal naturall tubos mix frutas
6453,gomas auchan bando ácidas
6454,chocolate de leite lindt avelãs
6455,infusão bolota fábrica bolota torrada moida com café 200 g
6456,chocolate kinder sortido bota natal
6457,drops sugus stick morango
6458,arroz c/feijão louro
6459,bolacha dancake shortbread
6460,cereais special k kellogg's choco leite 335
6461,molho trufa tartufi jimmy e pesto
6462,couve roxa hengstenberg 680(650)g
6463,alcachofra auchan gourmet corações 20/ (210g)
6464,pão lekha indiano tipo roti ou chapati
6465,bolacha auchan bio manteiga
6466,gomas vidal dragon jelly
6467,patê peru la piara
6468,segredos margão para bife
6469,café c/ cafeina sist dg nicola intenso id
6470,caramelos werther's original storck 3x
6471,pappadum swad de pimenta preta
6472,torrão drops nazaré nougat 6x
6473,bombokas samba topper
6474,piri-piri margão chipotle
6475,bolacha vieira de castro thins frutos silvestres
6476,gelado the icely brothers vegan brownie bio
6477,molhos doritos especiais molho suave
6478,drops storck werther's café creme sem açúcar
